kandidat,parti,kommune,stemmer
Majbritt Horsholm,Enhedslisten,Halsnæs Kommune,80
Lars H. Snejbjerg,Venstre,Lemvig Kommune,80
Rico Abildtrup Ruby,Danmarksdemokraterne,Lemvig Kommune,80
Karin Rasmussen,Enhedslisten,Lyngby-Taarbæk Kommune,80
Allan Friis,Enhedslisten,Aarhus Kommune,80
Conny Trøjborg Krogh,SF,Høje-Taastrup Kommune,80
Allan Ravn,Venstre,Furesø Kommune,80
Dennis Jensen,Socialdemokratiet,Bornholms Regionskommune,80
Christina Sandal Wagner,SF,Kolding Kommune,80
Kim Steen Jørgensen,Dansk Folkeparti,Vordingborg Kommune,80
Dennis Pihl Hansen,L,Faxe Kommune,80
Jimmy Kjær Havndrup Larsen,Dansk Folkeparti,Nordfyns Kommune,80
Stine Klok,Enhedslisten,Høje-Taastrup Kommune,80
Joan Balling,Socialdemokratiet,Kalundborg Kommune,80
Jytte Pedersen,D,Herning Kommune,80
Thomas Kjær,J,Brønderslev Kommune,80
Bruno Bomholdt,Danmarksdemokraterne,Gribskov Kommune,80
Poul Erik Dransfeldt Hunderup,T,Tønder Kommune,79
Joacchim Brahtz,Konservative,Faaborg-Midtfyn Kommune,79
Jeannie Thorving Hansen,T,Faxe Kommune,79
Torben Guldbæk,Liberal Alliance,Københavns Kommune,79
Christian Bojer Jørgensen,Venstre,Hillerød Kommune,79
Carsten Drejer Madsen,Dansk Folkeparti,Svendborg Kommune,79
Lars Barthold Hansen,Liberal Alliance,Stevns Kommune,79
Niels Mørup,SF,Helsingør Kommune,79
Claus Toftegaard,Danmarksdemokraterne,Kalundborg Kommune,79
Ole Rønberg Fuglbjerg,Danmarksdemokraterne,Silkeborg Kommune,79
Oliver Thorgrimson,Konservative,Tårnby Kommune,79
Mads Ramstedt,Konservative,Solrød Kommune,79
Tine Loft Thomsen,Alternativet,Furesø Kommune,79
Nicklas Petterson,Venstre,Københavns Kommune,79
Jørn Jensin,Dansk Folkeparti,Lyngby-Taarbæk Kommune,79
Anja Wuust,L,Kalundborg Kommune,79
Anfinn Miklagard,Danmarksdemokraterne,Viborg Kommune,79
Stine Nadeem Korsgaard,SF,Vallensbæk Kommune,79
Jannie Munk Grønbek,Konservative,Herning Kommune,79
Dennis Hounsgaard Pedersen,N,Varde Kommune,79
Timo Jensen,Konservative,Ringsted Kommune,79
Lis Due Rasmussen,Konservative,Vordingborg Kommune,79
Marianne Oksbjerre,Venstre,Ikast-Brande Kommune,79
Lasse Holt,Liberal Alliance,Lyngby-Taarbæk Kommune,79
Henriette Stein Knudsen,SF,Favrskov Kommune,79
Lene Rasmussen,Socialdemokratiet,Assens Kommune,79
Thor Stahl Jacobsen,Liberal Alliance,Lyngby-Taarbæk Kommune,79
Anja Resen,Socialdemokratiet,Ringsted Kommune,78
Jan Pless,Danmarksdemokraterne,Gladsaxe Kommune,78
Niels Bjarne Lund,Enhedslisten,Nordfyns Kommune,78
Dan Foss Kragh,Konservative,Kolding Kommune,78
Grethe Ulstrup,Venstre,Viborg Kommune,78
Frank Hannibal Rasmussen,N,Odsherred Kommune,78
Benedicte Hjerl Carstensen,Konservative,Lemvig Kommune,78
Muhamed Halili,Konservative,Rødovre Kommune,78
Rebecca Hoffmann,Venstre,Stevns Kommune,78
Lea K. Sørensen,SF,Hjørring Kommune,78
Kirsten Rolfsager,SF,Gribskov Kommune,78
Karan Khosla,Moderaterne,Gentofte Kommune,78
Kamilla Brøckner Barslund,Moderaterne,Gribskov Kommune,78
Jette Kingod,Venstre,Fredericia Kommune,78
Berit Dichow,Konservative,Haderslev Kommune,78
Astrid Fogh,Alternativet,Fredericia Kommune,78
Børge Løve,Moderaterne,Stevns Kommune,78
Hans Bak,Liberal Alliance,Holstebro Kommune,78
Peter Skøtt,Konservative,Gentofte Kommune,78
Heidi Bruun,Konservative,Svendborg Kommune,78
Claus Larsen-Jensen,Socialdemokratiet,Bornholms Regionskommune,78
Sabine Nicoline Lyngberg,Dansk Folkeparti,Bornholms Regionskommune,78
Claus Guldberg-Møller,Danmarksdemokraterne,Ikast-Brande Kommune,78
Allan Sørensen,Moderaterne,Vejle Kommune,77
Christine Mardov-Skaaning,Konservative,Hillerød Kommune,77
Carl Andersen,Liberal Alliance,Solrød Kommune,77
Lars Olesen,SF,Fredericia Kommune,77
Albert Vinther Krogh,Venstre,Lemvig Kommune,77
Søren Haastrup,Alternativet,Haderslev Kommune,77
Michelle Birkedal Smidt,L,Langeland Kommune,77
Rasmus Kallegård,SF,Vordingborg Kommune,77
Daniel Teodor Avram,Socialdemokratiet,Esbjerg Kommune,77
Benjamin Lykke,Venstre,Vejen Kommune,77
Jacob Kronby Schulze,Moderaterne,Brøndby Kommune,77
Line Christoffersen,Moderaterne,Høje-Taastrup Kommune,77
Marianne Carlsson,Konservative,Middelfart Kommune,77
Emil Andersen,Enhedslisten,Allerød Kommune,77
Lone Larsen,Danmarksdemokraterne,Odsherred Kommune,77
Lars Jegstrup,Socialdemokratiet,Skanderborg Kommune,77
Injam Khokhar,Moderaterne,Rødovre Kommune,77
Casper Olsen,Dansk Folkeparti,Holbæk Kommune,77
Marie Ulsdal,SF,Vejen Kommune,77
Tobias Wittendorff Lund,Radikale,Esbjerg Kommune,77
Markus Bischoff,Socialdemokratiet,Vejle Kommune,77
Anette Bæk,Socialdemokratiet,Hjørring Kommune,77
Nicholas Just Villadsen,Liberal Alliance,Helsingør Kommune,77
Mogens Jensen,Venstre,Holbæk Kommune,77
Alexander Semga Nyugha,Socialdemokratiet,Aalborg Kommune,77
Per Bruhn,SF,Gladsaxe Kommune,77
Morten Arvidsson,Moderaterne,Frederikshavn Kommune,77
Poul Sørensen,Konservative,Fredericia Kommune,77
Henrik Vang,Venstre,Helsingør Kommune,77
Jens Hvidemose,Socialdemokratiet,Faxe Kommune,76
Teddy Stafsen,Radikale,Svendborg Kommune,76
Alexander Bruhn Skjøth,SF,Brøndby Kommune,76
Christoffer Jørgensen,SF,Næstved Kommune,76
Lea Nydahl Lyberth,SF,Fredericia Kommune,76
Jan Nielsen,Konservative,Næstved Kommune,76
Kristina Kongsted,Venstre,Helsingør Kommune,76
Jakob Hviid Nielsen,Enhedslisten,Aarhus Kommune,76
Patrick Weng,Socialdemokratiet,Favrskov Kommune,76
Dorthe la Cour,Konservative,Lyngby-Taarbæk Kommune,76
Tao Lytzen,Socialdemokratiet,Hjørring Kommune,76
Anna Pinnerup,Venstre,Mariagerfjord Kommune,76
Henrik Ørnebjerg,Enhedslisten,Egedal Kommune,76
Rolf Westphal Eriksen,Kristendemokraterne,Helsingør Kommune,76
Michael Bisbo,Konservative,Svendborg Kommune,76
Frederik Damgaard,Liberal Alliance,Greve Kommune,76
Michael Riber Jørgensen,Enhedslisten,Thisted Kommune,76
Niels Jacobsen,Enhedslisten,Odder Kommune,76
Lartey Lawson,Radikale,Københavns Kommune,76
Henrik Rützou Aakast,Moderaterne,Faxe Kommune,76
Majbritt Theilgaard Iversen,Socialdemokratiet,Varde Kommune,76
Fayez Safia,Moderaterne,Aalborg Kommune,76
Lars Ladefoged,Radikale,Horsens Kommune,76
Ole Kristensen,Radikale,Furesø Kommune,76
Jan Kjærsgaard,Socialdemokratiet,Odder Kommune,76
Thomas Thorlak,Konservative,Rebild Kommune,76
Lars Stegman,Moderaterne,Halsnæs Kommune,76
Gerda Strandholdt,SF,Sønderborg Kommune,75
Maj Bjerno,Enhedslisten,Skanderborg Kommune,75
Lisbeth K. Andersen,Socialdemokratiet,Ringsted Kommune,75
Søren Lund Larsen,SF,Nordfyns Kommune,75
Kenneth Hørdum,Dansk Folkeparti,Svendborg Kommune,75
Bo Bøge Jensen,Socialdemokratiet,Odsherred Kommune,75
Ove Nørlem,Dansk Folkeparti,Favrskov Kommune,75
Kristian Roe-Holst,L,Odense Kommune,75
Karl Hjalte Maack Raun,Radikale,Odder Kommune,75
Jeppe Hagenbæk Sørensen,T,Solrød Kommune,75
Bella Mortensen,Socialdemokratiet,Kerteminde Kommune,75
Peter Nørris Dalsgaard,Liberal Alliance,Halsnæs Kommune,75
Benedikte Gyes,Liberal Alliance,Bornholms Regionskommune,75
Lene-Theresa Hansen,Moderaterne,Vejen Kommune,75
Bjarne Hartung Kirkegaard,Kristendemokraterne,Bornholms Regionskommune,75
Else Lykke Madsen,Radikale,Dragør Kommune,75
Bayram Polat,Socialdemokratiet,Fredensborg Kommune,75
Ivar Nørlund,Moderaterne,Billund Kommune,75
Anna Holst Schumacher,Alternativet,Viborg Kommune,75
Simon Astrup,Radikale,Syddjurs Kommune,75
Michael Graakjær,SF,Stevns Kommune,75
Janne  Altenburg,Danmarksdemokraterne,Jammerbugt Kommune,75
Jeannette Gamborg Buxbom,T,Guldborgsund Kommune,75
Ann Mette Christensen,Konservative,Frederikshavn Kommune,75
Signe Goldmann,Socialdemokratiet,Odsherred Kommune,75
Morten Holgersen,Konservative,Faaborg-Midtfyn Kommune,75
Evis Sadikaj,Moderaterne,Odense Kommune,74
Ola Matouk,J,Lolland Kommune,74
Signe Vad,Frie Grønne,Københavns Kommune,74
Jeanett Wraae,Socialdemokratiet,Middelfart Kommune,74
Frederik Edelskov,Venstre,Sønderborg Kommune,74
Mette Devald-Rasmussen,SF,Langeland Kommune,74
Lars Kalmar,Dansk Folkeparti,Svendborg Kommune,74
Anne-Marie Breum Berg,Dansk Folkeparti,Ikast-Brande Kommune,74
Mai-Britt Maigatter,Dansk Folkeparti,Esbjerg Kommune,74
Sanne Rossen,T,Dragør Kommune,74
Nina Lidegaard,Konservative,Rebild Kommune,74
Lars Kirkegaard Nielsen,D,Aalborg Kommune,74
Ilias Berrhili,Enhedslisten,Rødovre Kommune,74
Christian Taagehøj,SF,Hillerød Kommune,74
Tor Herløv Reinert,Konservative,Haderslev Kommune,74
Louise Maria Dandanell,Danmarksdemokraterne,Jammerbugt Kommune,74
Mette Nørtoft,Konservative,Fredensborg Kommune,74
Torben Cravach Andersen,Dansk Folkeparti,Rebild Kommune,74
Mogens Dinesen,Socialdemokratiet,Viborg Kommune,74
Dorthe le Fèvre,Konservative,Syddjurs Kommune,74
Simon Hyldegaard,Konservative,Næstved Kommune,74
Anna Lea Leth Schmidt,Slesvigsk Parti,Haderslev Kommune,74
Zeljka Secerbegovic,Venstre,Herning Kommune,74
Christian Strier Jacobsen,Konservative,Aalborg Kommune,74
Simon Mortensen,Konservative,Gribskov Kommune,74
Klaus Trier Tuxen,J,Københavns Kommune,74
Mogens Mulle Johansen,Venstre,Assens Kommune,74
Tobias John Sidor,Danmarksdemokraterne,Guldborgsund Kommune,74
Lis Ingemann,Socialdemokratiet,Odsherred Kommune,74
Hans-Iver Kley,Slesvigsk Parti,Haderslev Kommune,74
Marianne Kold,Socialdemokratiet,Tårnby Kommune,74
Janne Molin,Venstre,Rødovre Kommune,74
Christina Mayland,Radikale,Vordingborg Kommune,73
Benny Melgaard,Socialdemokratiet,Mariagerfjord Kommune,73
Katrine Mønsted Poulsen,Konservative,Odense Kommune,73
Camilla Thorvig,Konservative,Aalborg Kommune,73
Bodil Hellemann,Venstre,Kalundborg Kommune,73
Linda Hartsø,Konservative,Holbæk Kommune,73
Oliver  Larsen,Konservative,Ringsted Kommune,73
Morten Holme,SF,Holbæk Kommune,73
Magnus Dræby,Radikale,Halsnæs Kommune,73
Steen K. Gunnarson,L,Faxe Kommune,73
Dorte Beyer Nielsen,Socialdemokratiet,Fredensborg Kommune,73
Joan Augustenborg,Enhedslisten,Odsherred Kommune,73
Cliff Elias Guldborg,T,Guldborgsund Kommune,73
Fedai Celim,Enhedslisten,Albertslund Kommune,73
Maikhen Petersen,Konservative,Greve Kommune,73
Tonny Winther,Venstre,Hjørring Kommune,73
Carina Bloch Simonsen,L,Gribskov Kommune,73
Lone Guldbæk Karlsen,Kristendemokraterne,Viborg Kommune,73
Nicklas Gregil,Socialdemokratiet,Solrød Kommune,73
Jens Langer Schou,Konservative,Fredericia Kommune,73
Daniel Juhl,Danmarksdemokraterne,Faaborg-Midtfyn Kommune,73
Zena Khalek,Konservative,Stevns Kommune,73
Peter Krog-Meyer,Venstre,Syddjurs Kommune,73
Per de Fries Andreasen,Danmarksdemokraterne,Mariagerfjord Kommune,73
Sanne Friborg,Enhedslisten,Bornholms Regionskommune,73
Svend Bjerre Bøgh,Venstre,Brønderslev Kommune,73
Rene Skov,Moderaterne,Odsherred Kommune,73
Heidi Røpstorff Rasmussen,Konservative,Vallensbæk Kommune,73
Gitte Albertsen,Danmarksdemokraterne,Ikast-Brande Kommune,73
Julie Meyer Memborg,Liberal Alliance,Vordingborg Kommune,72
Peer Jensen,SF,Næstved Kommune,72
Simone Bagger,Liberal Alliance,Furesø Kommune,72
Nanna Lehmann Hansen,Enhedslisten,Middelfart Kommune,72
Andreas Bjerring Tobiassen,Enhedslisten,Fredericia Kommune,72
Nicolas Christiansen,Dansk Folkeparti,Fredericia Kommune,72
Poul Larsen,Dansk Folkeparti,Mariagerfjord Kommune,72
Edvard Korsbæk,Alternativet,Esbjerg Kommune,72
Yurdal Cicek,Alternativet,Næstved Kommune,72
Else Stokholm,Dansk Folkeparti,Høje-Taastrup Kommune,72
Henrik Chievitz,Konservative,Silkeborg Kommune,72
Niels Carøe Skinnerup,Socialdemokratiet,Vesthimmerlands Kommune,72
Selim Baran,Enhedslisten,Glostrup Kommune,72
Gerthie Betak Rasmussen,Radikale,Holstebro Kommune,72
Jesper Puggaard de Oliveira Hansen,Moderaterne,Sønderborg Kommune,72
Børge Sørensen,Radikale,Horsens Kommune,72
Henriette Hansen,L,Lolland Kommune,72
Frede Hansen,Radikale,Aalborg Kommune,72
Kjeld Lundager Jørgensen,Radikale,Rebild Kommune,72
Henrik Sass Christensen,Socialdemokratiet,Egedal Kommune,72
Anne-Emmanuelle Bertelsen,Socialdemokratiet,Vejen Kommune,72
Jesper Togsverd Levann,Konservative,Gladsaxe Kommune,72
Carsten Hempel-Hansen,Danmarksdemokraterne,Hillerød Kommune,72
Andreas Raben,Moderaterne,Københavns Kommune,71
Kirsten Boller,Socialdemokratiet,Morsø Kommune,71
Rune Skovbjerg Krog,Socialdemokratiet,Brøndby Kommune,71
Jonas Mindbjerg,T,Guldborgsund Kommune,71
John Andersen,SF,Gentofte Kommune,71
Michael Levisen Nielsen,Enhedslisten,Aalborg Kommune,71
Jens Kristiansen,Socialdemokratiet,Holbæk Kommune,71
Ann Skovkær,Liberal Alliance,Norddjurs Kommune,71
Lone Yalcinkaya,Venstre,Gladsaxe Kommune,71
Ib Nielsen,Konservative,Esbjerg Kommune,71
Khalid Al-Subaihi,Y,Københavns Kommune,71
Finn Larsen,Socialdemokratiet,Solrød Kommune,71
Helle Vivi Maple,SF,Næstved Kommune,71
Ulla Kallesøe,T,Tårnby Kommune,71
Jørgen Svenstrup,Dansk Folkeparti,Aalborg Kommune,71
Simon Jørgensen,Danmarksdemokraterne,Aarhus Kommune,71
Benjamin Jensen,Venstre,Fredericia Kommune,71
Martin Ø. Andersen,Dansk Folkeparti,Thisted Kommune,71
Rasmus Vind,Dansk Folkeparti,Odsherred Kommune,71
Thor Blauner,Enhedslisten,Holbæk Kommune,71
Kurt Pedersen,Kristendemokraterne,Gribskov Kommune,71
Gitte Jeppesen,Dansk Folkeparti,Gladsaxe Kommune,71
Morten Vadstrup Warming,SF,Bornholms Regionskommune,71
Elena Markova,Konservative,Rudersdal Kommune,71
Finn Hartvig Nielsen,Radikale,Odense Kommune,71
Mille Schlünsen,Enhedslisten,Kolding Kommune,71
Tonny Voldby Pedersen,E,Kalundborg Kommune,71
Dan Højbak Kristensen,Dansk Folkeparti,Thisted Kommune,70
Claus Wachmann,Radikale,Gladsaxe Kommune,70
Dennis Skov Rasmussen,Konservative,Svendborg Kommune,70
Alexander Nielsen,Liberal Alliance,Aarhus Kommune,70
Frederik Lerche-Thomsen,Enhedslisten,Guldborgsund Kommune,70
João Møller,Radikale,Bornholms Regionskommune,70
Jørgen Strøm,Enhedslisten,Gribskov Kommune,70
Peter Christian Vinge-Maigaard,Konservative,Vallensbæk Kommune,70
Emilie Borch Sloth,Radikale,Glostrup Kommune,70
René Nørbjerg,Konservative,Fredensborg Kommune,70
Troels Chr. Jakobsen,T,Københavns Kommune,70
Anne Fredberg,Socialdemokratiet,Middelfart Kommune,70
Henrik Ammundsen,Dansk Folkeparti,Esbjerg Kommune,70
Per Søndergaard Mathiesen,Socialdemokratiet,Mariagerfjord Kommune,70
Rasmus Rold Meldgaard,Radikale,Vejle Kommune,70
Marianne Fritzen,Radikale,Odsherred Kommune,69
Renée Mamsen-Svarter,Liberal Alliance,Ballerup Kommune,69
Erik Damgaard,Socialdemokratiet,Guldborgsund Kommune,69
Birgit Mejnert,Danmarksdemokraterne,Viborg Kommune,69
Furkan Yavuz,Socialdemokratiet,Gladsaxe Kommune,69
Anton Rosenstrøm Laursen,Danmarksdemokraterne,Vejle Kommune,69
Bitten Jørgensen,Venstre,Halsnæs Kommune,69
Stephen Møller Hansen,Konservative,Sorø Kommune,69
Stig Ekman,Socialdemokratiet,Københavns Kommune,69
John Refshammer,Radikale,Herning Kommune,69
Bo Nielsen,Alternativet,Vejen Kommune,69
Maja Krogsgaard,Venstre,Lemvig Kommune,69
Anette Cecilie Skriver,Enhedslisten,Skanderborg Kommune,69
Trine Buhl,L,Fanø Kommune,69
Villads Engstrøm,Konservative,Svendborg Kommune,69
Viktor Sivertsen,Konservative,Horsens Kommune,69
Jesper Jensen,Konservative,Holstebro Kommune,69
Mads Jessen Jensen,Venstre,Helsingør Kommune,69
Christian Wibholm,Danmarksdemokraterne,Guldborgsund Kommune,69
Thomas Maschoreck,Slesvigsk Parti,Sønderborg Kommune,69
Niels Peter Hougaard,Dansk Folkeparti,Vesthimmerlands Kommune,68
Samsam Farah,Konservative,Aarhus Kommune,68
Kasper Kjeldsen,Konservative,Langeland Kommune,68
Theis Gunvald,E,Aarhus Kommune,68
Mattias Wennbring,Venstre,Brønderslev Kommune,68
Nanna Rydbirk,SF,Lolland Kommune,68
Katrine Højkilde,Konservative,Kerteminde Kommune,68
Casper Overgaard,Socialdemokratiet,Vejle Kommune,68
Brian Højmark,Danmarksdemokraterne,Jammerbugt Kommune,68
Anders Stjernholm,T,Københavns Kommune,68
Per Brun,Dansk Folkeparti,Rødovre Kommune,68
Mette Bielefeldt Bruun,Alternativet,Næstved Kommune,68
Gert Løvgreen Heglund,Liberal Alliance,Gentofte Kommune,68
Cecilie Seidelin Petersen,Socialdemokratiet,Assens Kommune,68
Niels Philipsen,Socialdemokratiet,Viborg Kommune,68
John Hansen,Socialdemokratiet,Rebild Kommune,68
Jesper Krogh,Danmarksdemokraterne,Jammerbugt Kommune,68
Martin Thor Pedersen,Socialdemokratiet,Helsingør Kommune,68
Agnete Fog,Radikale,Langeland Kommune,68
Nina Brix Petersen,Dansk Folkeparti,Stevns Kommune,68
Lone Hansen,Moderaterne,Esbjerg Kommune,68
Lucas Suong Lam,Enhedslisten,Aarhus Kommune,68
Pet Petersen,Radikale,Favrskov Kommune,68
Brian Lauridsen,Venstre,Odense Kommune,68
Carina Jacobsen,Socialdemokratiet,Næstved Kommune,68
Tobias Jakobsen,Liberal Alliance,Assens Kommune,68
Samuel Holding,T,Aarhus Kommune,68
Roman Ogorodnik,Venstre,Vejen Kommune,68
Kristian Herget,SF,Syddjurs Kommune,68
Kjeld Risom,Venstre,Herning Kommune,68
Lars Hansen,Liberal Alliance,Ikast-Brande Kommune,68
Lars Nexø,SF,Albertslund Kommune,68
Rasmus Ellekjær,Radikale,Odsherred Kommune,68
Maria Rubin Nicolajsen,Radikale,Høje-Taastrup Kommune,67
Søren Bøving-Andersen,Venstre,Svendborg Kommune,67
Vibeke Hvidsten,Socialdemokratiet,Vesthimmerlands Kommune,67
Helle Bager Nielsen,Socialdemokratiet,Glostrup Kommune,67
René Skjødt,Konservative,Rebild Kommune,67
Musa Akin,Venstre,Solrød Kommune,67
Preben Thorsen,Moderaterne,Sønderborg Kommune,67
Susan Eirfeldt,Venstre,Halsnæs Kommune,67
Jan Gade,Venstre,Odder Kommune,67
Robert Thomsen,Liberal Alliance,Mariagerfjord Kommune,67
Oliver Nøglebæk,Enhedslisten,Hillerød Kommune,67
Martin Lynggaard,Socialdemokratiet,Odsherred Kommune,67
Jane Lind Jepsen,Dansk Folkeparti,Norddjurs Kommune,67
Frederik Strandberg-Nilsson,SF,Rødovre Kommune,67
Rene Faurskov,Liberal Alliance,Næstved Kommune,67
Anette Lykke Jensen,Socialdemokratiet,Nordfyns Kommune,67
Asou A. Abdulla,Enhedslisten,Vejle Kommune,67
Leif Sørensen,Danmarksdemokraterne,Aarhus Kommune,67
Grethe Fyrstenberg,Enhedslisten,Horsens Kommune,67
André Ellegaard Jensen,Socialdemokratiet,Rebild Kommune,67
Peter Antonsen,T,Hørsholm Kommune,67
René Frederiksen,L,Lolland Kommune,67
Allan Lauenblad,Socialdemokratiet,Vejen Kommune,66
Tommy Vestergaard,Dansk Folkeparti,Ikast-Brande Kommune,66
Dan Kreutzfeldt,Radikale,Københavns Kommune,66
Malthe Mortensen,Radikale,Viborg Kommune,66
Trine Langhoff,SF,Assens Kommune,66
Dorte Olesen,Dansk Folkeparti,Kolding Kommune,66
Trine Bie,Radikale,Næstved Kommune,66
Maria Gade Dorf,Socialdemokratiet,Frederikshavn Kommune,66
Louise Gøtterup,Moderaterne,Helsingør Kommune,66
Greta Mona Rusbjerg,Dansk Folkeparti,Holstebro Kommune,66
Jesper Pedersen,Socialdemokratiet,Odder Kommune,66
Jesper Termansen,Konservative,Kolding Kommune,66
Gunnar Sumberg,Venstre,Gladsaxe Kommune,66
Jette Hansen,Enhedslisten,Gribskov Kommune,66
John Chresten Andresen,Venstre,Haderslev Kommune,66
Emma Cornelia Bjørling-Poulsen,SF,Rødovre Kommune,66
Lars Erling Sørensen,D,Brønderslev Kommune,66
Johnny Lind Jepsen,Dansk Folkeparti,Norddjurs Kommune,66
Arne Würgler,Enhedslisten,Gribskov Kommune,66
Karina Gudmann Nielsen,SF,Ikast-Brande Kommune,66
Bjarne Elnegaard,Socialdemokratiet,Svendborg Kommune,66
Helle Barth,Venstre,Dragør Kommune,66
Torben Jensen,Socialdemokratiet,Svendborg Kommune,66
Birgitte Schwabe,Socialdemokratiet,Nordfyns Kommune,66
Barbara Engelstoft,Konservative,Gentofte Kommune,66
Karsten Kragh,N,Varde Kommune,66
Nadja Henriksen,Venstre,Ringsted Kommune,66
Birgitte Vinsten,SF,Odense Kommune,66
Johnny Agerby,Venstre,Ishøj Kommune,66
Laura Emilie Fabricius-Lauritzen,Liberal Alliance,Københavns Kommune,65
Pernille Breinholdt Jepsen,Liberal Alliance,Solrød Kommune,65
Musa Usman Javaid,U,Glostrup Kommune,65
Henrik Marchholdt Mikkelsen,Konservative,Næstved Kommune,65
Drago Savovic',E,Ballerup Kommune,65
Pernille Oppelstrup,L,Rebild Kommune,65
Jørn Højmark,Socialdemokratiet,Ishøj Kommune,65
Simon Enni,Enhedslisten,Skanderborg Kommune,65
Allan Klein Sørensen,SF,Skive Kommune,65
Flemming Scheel,Venstre,Rudersdal Kommune,65
Per Christian Larsen,G,Guldborgsund Kommune,65
Andreas Simonsen Sinding,Moderaterne,Vejle Kommune,65
Conrad Severin,Liberal Alliance,Bornholms Regionskommune,65
Britt Pedersen,Socialdemokratiet,Kerteminde Kommune,65
Frank Iversen,Konservative,Favrskov Kommune,65
Thomas Christiansen,Liberal Alliance,Aalborg Kommune,65
John Thor Pedersen,Danmarksdemokraterne,Holbæk Kommune,65
Ida Busk,Konservative,Københavns Kommune,65
Kasper Damkjær,Konservative,Fredericia Kommune,65
Lars Frederik Thalbitzer,Venstre,Hørsholm Kommune,65
Christian Brøndum,Venstre,Næstved Kommune,65
Michael Iwersen,SF,Assens Kommune,65
Keen Andersen,Venstre,Tønder Kommune,65
Kåre Villadsen,Socialdemokratiet,Kerteminde Kommune,65
Henrik Wenckell,Konservative,Odense Kommune,65
Jakob Faber Hartig,Venstre,Odense Kommune,64
Alina Racila,Socialdemokratiet,Tønder Kommune,64
Thomas Skov Rasmussen,Venstre,Egedal Kommune,64
Louise Faurskov Andersen,Konservative,Assens Kommune,64
Cæcilia Nilsson,Kristendemokraterne,Fredensborg Kommune,64
Ole Bjørstorp,L,Ishøj Kommune,64
Malene Thackrah,Socialdemokratiet,Høje-Taastrup Kommune,64
Khaled Ahmadi,Socialdemokratiet,Thisted Kommune,64
Louise Mathiasen,Enhedslisten,Ballerup Kommune,64
Kim Christensen,Socialdemokratiet,Varde Kommune,64
Solveig Søndergaard,Radikale,Kolding Kommune,64
Anna Pedersen,Konservative,Assens Kommune,64
Lasse Sabinus Weng-Ludvigsen,SF,Tønder Kommune,64
Ditte Damkjær,SF,Bornholms Regionskommune,64
Peter Haugaard Ørsted,Socialdemokratiet,Odsherred Kommune,64
Max Tranebæk,Dansk Folkeparti,Helsingør Kommune,64
Kira Danholm,Liberal Alliance,Helsingør Kommune,64
Lars Therkelsen,Alternativet,Vejle Kommune,64
Danielle Brokholm,Socialdemokratiet,Aalborg Kommune,64
Vandad Pachai,SF,Kolding Kommune,64
Bent Conradsen,Danmarksdemokraterne,Odense Kommune,64
Inge-Lise Hvid,Socialdemokratiet,Greve Kommune,64
Asger Birk Jensen,Socialdemokratiet,Høje-Taastrup Kommune,64
Jørn Rye Rasmussen,SF,Silkeborg Kommune,64
Emil Sommer,Liberal Alliance,Odense Kommune,64
Michael Jensen,Venstre,Favrskov Kommune,64
